tip	genome_id_or_accession	origin	culture_status	species	clade	genome_size_Mb	GC_pct	coding_density_pct	acidic_residues_pct	urease	ectoine_synthase	rhodopsin	salinity_habitat	completeness_pct	contamination_pct	biome	ncbi_organism_name	ncbi_genus	pathogenicity	coding_density_pct_uniform_prodigal	n_contigs	assembly_status	completeness_ncbi_checkm_pct	contamination_ncbi_checkm_pct	completeness_source	checkm2_this_study_completeness_pct	checkm2_this_study_contamination_pct	completeness_used_pct
RS_GCF_025933915.1	GCF_025933915.1	GTDB reference	MAG / uncultured	Mycobacterium sp025933915	SGM	5.016	67.4	90.44	11.45	absent	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	92.04	319	draft	97.31	0.92	CheckM2 v1.0.1 (this study)	99.99	0.06	99.99
spire_mag_01823769.fa	spire_mag_01823769	SPIRE MAG	MAG / uncultured	Mycobacterium sp025933915	SGM	5.443	66.93	91.34	11.39	absent	absent	absent		99.99	4.94	terrestrial	not applicable (MAG)	not applicable (MAG)	MAG	91.34	223	draft			CheckM2 v1.0.1 (this study)	99.98	4.86	99.98
RS_GCF_009741445.1	GCF_009741445.1	GTDB reference	NTM (isolate)	Mycobacterium avium	SGM	4.957	69.28	88.11	11.3	absent	absent	absent					Mycobacterium avium subsp. avium	Mycobacterium	opportunistic_pathogen	91.78	1	closed	96.04	1.29	complete by definition (isolate)			100
GB_GCA_036500645.1	GCA_036500645.1	GTDB reference	MAG / uncultured	Mycobacterium sp036500645	SGM	3.008	66.49	92.03	11.46	absent	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	92.75	221	draft	64.51	1.88	CheckM2 v1.0.1 (this study)	62.01	1.62	62.01
RS_GCF_019243155.1	GCF_019243155.1	GTDB reference	MAG / uncultured	Mycobacterium sp019243155	SGM	5.437	66.48	89.65	11.48	present	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	92.44	540	draft	94.05	5.26	CheckM2 v1.0.1 (this study)	99.97	6.39	99.97
RS_GCF_001666755.1	GCF_001666755.1	GTDB reference	MAG / uncultured	Mycobacterium sp001666755	SGM	5.356	69.55	89.11	11.24	present	absent	absent					Mycobacterium sp. E1214	not validly named	non_pathogen	91.3	174	draft	98.87	2.13	CheckM2 v1.0.1 (this study)	100	0.59	100
RS_GCF_010730575.1	GCF_010730575.1	GTDB reference	Cultured isolate	Mycobacterium parmense	SGM	5.953	68.39	88.89	11.27	present	absent	absent					Mycobacterium parmense	Mycobacterium	non_pathogen	90.78	1	closed	98.46	2.34	complete by definition (isolate)			100
RS_GCF_000164135.1	GCF_000164135.1	GTDB reference	NTM (isolate)	Mycobacterium parascrofulaceum	SGM	6.564	68.45	84.05	11.42	present	absent	absent					Mycobacterium parascrofulaceum ATCC BAA-614	Mycobacterium	opportunistic_pathogen	90.7	124	draft	98.92	0.84	complete by definition (isolate)			100
RS_GCF_002086735.1	GCF_002086735.1	GTDB reference	NTM (isolate)	Mycobacterium scrofulaceum	SGM	6.17	68.42	88.99	11.38	present	absent	absent					Mycobacterium scrofulaceum	Mycobacterium	opportunistic_pathogen	90.78	184	draft	99.46	0.33	complete by definition (isolate)			100
RS_GCF_001667275.1	GCF_001667275.1	GTDB reference	MAG / uncultured	Mycobacterium sp001667275	SGM	5.155	68.93	91.49	11.42	absent	absent	absent					Mycobacterium sp. ACS4054	not validly named	non_pathogen	92.88	82	draft	98.96	0.83	CheckM2 v1.0.1 (this study)	100	0.01	100
RS_GCF_001667735.1	GCF_001667735.1	GTDB reference	MAG / uncultured	Mycobacterium sp001667735	SGM	5.672	68.37	89.79	11.45	absent	absent	absent					Mycobacterium sp. E183	not validly named	non_pathogen	92.19	222	draft	98.55	1.22	CheckM2 v1.0.1 (this study)	100	0.36	100
RS_GCF_001667775.1	GCF_001667775.1	GTDB reference	MAG / uncultured	Mycobacterium sp001667775	SGM	5.694	67.37	87.8	11.39	absent	absent	absent					Mycobacterium sp. E1747	not validly named	non_pathogen	90.77	253	draft	98.62	2.96	CheckM2 v1.0.1 (this study)	100	1.55	100
RS_GCF_001667885.1	GCF_001667885.1	GTDB reference	Cultured isolate	Mycobacterium scrofulaceum_C	SGM	5.537	68.39	90.02	11.44	absent	absent	absent					Mycobacterium scrofulaceum	Mycobacterium	non_pathogen	92.02	183	draft	98.77	1.33	complete by definition (isolate)			100
RS_GCF_001907675.1	GCF_001907675.1	GTDB reference	Cultured isolate	Mycobacterium paraffinicum_A	SGM	6.475	67.55	89.81	11.46	absent	absent	absent					Mycobacterium paraffinicum	Mycobacterium	non_pathogen	91.25	85	draft	98.74	1.03	complete by definition (isolate)			100
RS_GCF_001666835.1	GCF_001666835.1	GTDB reference	MAG / uncultured	Mycobacterium sp001666835	SGM	5.619	67.69	90.22	11.48	present	absent	absent					Mycobacterium sp. E3251	not validly named	non_pathogen	92.29	205	draft	99.07	1.56	CheckM2 v1.0.1 (this study)	100	0.42	100
RS_GCF_001667075.1	GCF_001667075.1	GTDB reference	MAG / uncultured	Mycobacterium sp001667075	SGM	5.423	67.63	90.13	11.46	absent	absent	absent					Mycobacterium sp. 852014-52450_SCH5900713	not validly named	non_pathogen	92.1	80	draft	99.28	0.44	CheckM2 v1.0.1 (this study)	100	0.01	100
RS_GCF_025822865.1	GCF_025822865.1	GTDB reference	Cultured isolate	Mycobacterium paraffinicum	SGM	5.402	67.66	89.53	11.47	absent	absent	absent					Mycobacterium paraffinicum	Mycobacterium	non_pathogen	91.81	44	draft	99.77	0.44	complete by definition (isolate)			100
RS_GCF_001667585.1	GCF_001667585.1	GTDB reference	MAG / uncultured	Mycobacterium sp001667585	SGM	5.709	67.42	89.46	11.51	absent	absent	absent					Mycobacterium sp. E2733	not validly named	non_pathogen	91.46	141	draft	98.78	0.92	CheckM2 v1.0.1 (this study)	100	0.01	100
RS_GCF_025263485.1	GCF_025263485.1	GTDB reference	MAG / uncultured	Mycobacterium sp025263485	SGM	6.028	67.57	88.13	11.44	absent	absent	absent					Mycobacterium sp. SMC-2	not validly named	non_pathogen	91.73	2	draft	99.09	0.61	CheckM2 v1.0.1 (this study)	100	0.06	100
RS_GCF_002102255.1	GCF_002102255.1	GTDB reference	NTM (isolate)	Mycobacterium nebraskense	SGM	6.727	66.62	87.87	11.36	absent	absent	absent					Mycobacterium nebraskense	Mycobacterium	opportunistic_pathogen	90.31	189	draft	99.42	0.85	complete by definition (isolate)			100
RS_GCF_001667665.1	GCF_001667665.1	GTDB reference	MAG / uncultured	Mycobacterium sp001667665	SGM	5.843	67.99	89.0	11.39	present	absent	absent					Mycobacterium sp. E342	not validly named	non_pathogen	91.47	340	draft	98.66	0.44	CheckM2 v1.0.1 (this study)	99.99	1.29	99.99
RS_GCF_900240975.1	GCF_900240975.1	GTDB reference	MAG / uncultured	Mycobacterium sp900240975	SGM	5.614	68.24	88.79	11.35	present	absent	absent					Mycobacterium sp. 4858	not validly named	non_pathogen	91.43	8	draft	98.36	1.33	CheckM2 v1.0.1 (this study)	100	0.04	100
RS_GCF_002102155.1	GCF_002102155.1	GTDB reference	NTM (isolate)	Mycobacterium europaeum	SGM	5.631	68.51	90.22	11.37	absent	absent	absent					Mycobacterium europaeum	Mycobacterium	opportunistic_pathogen	91.28	71	draft	98.71	0.5	complete by definition (isolate)			100
RS_GCF_010731595.1	GCF_010731595.1	GTDB reference	Cultured isolate	Mycobacterium seoulense	SGM	5.531	68.29	90.52	11.38	absent	absent	absent					Mycobacterium seoulense	Mycobacterium	non_pathogen	91.71	1	closed	98.34	0.44	complete by definition (isolate)			100
RS_GCF_010731655.1	GCF_010731655.1	GTDB reference	Cultured isolate	Mycobacterium paraseoulense	SGM	6.086	67.9	89.54	11.42	present	absent	absent					Mycobacterium paraseoulense	Mycobacterium	non_pathogen	91.59	1	closed	99.34	0.44	complete by definition (isolate)			100
RS_GCF_010730745.1	GCF_010730745.1	GTDB reference	Cultured isolate	Mycobacterium heidelbergense	SGM	5.051	67.94	86.58	11.2	present	absent	absent					Mycobacterium heidelbergense	Mycobacterium	non_pathogen	89.22	1	closed	97.8	0.32	complete by definition (isolate)			100
RS_GCF_019645855.1	GCF_019645855.1	GTDB reference	NTM (isolate)	Mycobacterium malmoense	SGM	5.32	66.99	87.0	11.07	present	absent	absent					Mycobacterium malmoense	Mycobacterium	opportunistic_pathogen	89.13	1	closed	98.36	0.82	complete by definition (isolate)			100
RS_GCF_035515675.1	GCF_035515675.1	GTDB reference	MAG / uncultured	Mycobacterium sp035515675	SGM	5.797	65.21	79.48	11.12	absent	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	86.25	456	draft	92.59	4.34	CheckM2 v1.0.1 (this study)	99.65	4.73	99.65
GB_GCA_028706695.1	GCA_028706695.1	GTDB reference	MAG / uncultured	Mycobacterium sp028706695	SGM	3.352	67.99	82.89	11.02	present	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	86.94	626	draft			CheckM2 v1.0.1 (this study)	81	1.36	81
GB_GCA_039583405.1	GCA_039583405.1	GTDB reference	MAG / uncultured	Mycobacterium sp039583405	SGM	3.964	68.76	90.92	11.02	absent	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	90.81	192	draft	89.47	2.5	CheckM2 v1.0.1 (this study)	82.06	3.05	82.06
RS_GCF_007714205.1	GCF_007714205.1	GTDB reference	Cultured isolate	Mycobacterium helveticum	SGM	5.77	68.66	85.24	11.2	present	absent	present					Mycobacterium helveticum	Mycobacterium	non_pathogen	89.22	436	draft	96.46	1.21	complete by definition (isolate)			100
spire_mag_00671068.fa	spire_mag_00671068	SPIRE MAG	MAG / uncultured	Mycobacterium helveticum	SGM	4.537	69.64	90.23	11.05	present	absent	present		97.82	2.47	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	90.23	167	draft			CheckM2 v1.0.1 (this study)	97.78	2.43	97.78
spire_mag_00670601.fa	spire_mag_00670601	SPIRE MAG	MAG / uncultured	Mycobacterium helveticum	SGM	4.952	69.27	89.64	11.09	present	absent	present		99.97	0.31	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	89.64	237	draft			CheckM2 v1.0.1 (this study)	99.97	0.33	99.97
RS_GCF_041206865.1	GCF_041206865.1	GTDB reference	MAG / uncultured	Mycobacterium sp041206865	SGM	6.416	68.38	79.43	11.23	present	absent	absent					Mycobacterium servetii	Mycobacterium	non_pathogen	89.35	3	draft	94.97	1.5	CheckM2 v1.0.1 (this study)	99.99	0.25	99.99
GB_GCA_019751635.1	GCA_019751635.1	GTDB reference	MAG / uncultured	Mycobacterium sp019751635	SGM	3.159	60.8	89.87	10.36	present	absent	absent					Mycobacteriaceae bacterium	not validly named	non_pathogen	92.49	318	draft			CheckM2 v1.0.1 (this study)	90.57	0.75	90.57
GB_GCA_019236925.1	GCA_019236925.1	GTDB reference	MAG / uncultured	Mycobacterium sp019236925	SGM	5.855	65.19	86.78	11.45	absent	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	90.02	697	draft	89.77	5.05	CheckM2 v1.0.1 (this study)	92.92	6.55	92.92
RS_GCF_035314665.1	GCF_035314665.1	GTDB reference	MAG / uncultured	Mycobacterium sp035314665	SGM	6.612	65.22	85.36	11.46	absent	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	89.44	459	draft	90.8	5.09	CheckM2 v1.0.1 (this study)	96.79	5.27	96.79
RS_GCF_035623875.1	GCF_035623875.1	GTDB reference	MAG / uncultured	Mycobacterium sp035623875	SGM	5.193	65.29	88.98	11.48	absent	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	91.72	331	draft	94.88	2.69	CheckM2 v1.0.1 (this study)	99.99	3.31	99.99
spire_mag_02001657.fa	spire_mag_02001657	SPIRE MAG	MAG / uncultured	Mycobacterium sp035623875	SGM	5.083	65.24	91.43	11.41	absent	absent	absent		99.57	1.59	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	91.43	422	draft			CheckM2 v1.0.1 (this study)	99.32	1.59	99.32
spire_mag_02001975.fa	spire_mag_02001975	SPIRE MAG	MAG / uncultured	Mycobacterium sp035623875	SGM	5.236	65.23	91.49	11.4	absent	absent	absent		99.99	1.93	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	91.49	313	draft			CheckM2 v1.0.1 (this study)	99.98	1.87	99.98
GB_GCA_035314925.1	GCA_035314925.1	GTDB reference	MAG / uncultured	Mycobacterium sp035314925	SGM	4.305	65.76	90.16	11.44	absent	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	91.97	317	draft	83.25	4.92	CheckM2 v1.0.1 (this study)	84.18	4.41	84.18
GB_GCA_035506875.1	GCA_035506875.1	GTDB reference	MAG / uncultured	Mycobacterium sp035506875	SGM	4.821	65.18	89.99	11.47	absent	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	91.7	438	draft	79.85	3.77	CheckM2 v1.0.1 (this study)	83.33	1.09	83.33
GB_GCA_035642315.1	GCA_035642315.1	GTDB reference	MAG / uncultured	Mycobacterium sp035642315	SGM	3.805	65.54	89.49	11.6	absent	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	92.12	630	draft	70.4	0.98	CheckM2 v1.0.1 (this study)	71.43	3.26	71.43
GB_GCA_035552835.1	GCA_035552835.1	GTDB reference	MAG / uncultured	Mycobacterium sp035552835	SGM	3.553	65.32	89.61	11.31	absent	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	91.93	569	draft	70.52	5.76	CheckM2 v1.0.1 (this study)	71.16	3.4	71.16
GB_GCA_036746615.1	GCA_036746615.1	GTDB reference	MAG / uncultured	Mycobacterium sp036746615	SGM	3.755	64.93	93.77	11.32	absent	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	93.86	501	draft	69.13	1.26	CheckM2 v1.0.1 (this study)	71.13	1.97	71.13
RS_GCF_910591625.1	GCF_910591625.1	GTDB reference	Cultured isolate	Mycobacterium methanotrophicum	SGM	4.91	65.64	77.79	11.15	absent	absent	absent					Candidatus Mycobacterium methanotrophicum	not validly named	non_pathogen	87.04	521	draft	97.56	3.48	complete by definition (isolate)			100
RS_GCF_035570115.1	GCF_035570115.1	GTDB reference	MAG / uncultured	Mycobacterium sp035570115	SGM	6.438	65.15	89.1	11.44	absent	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	91.22	338	draft	97.67	4.29	CheckM2 v1.0.1 (this study)	99.98	5.64	99.98
spire_mag_00184606.fa	spire_mag_00184606	SPIRE MAG	MAG / uncultured	Mycobacterium sp035570115	SGM	6.654	65.06	90.94	11.34	absent	absent	absent		99.91	4.45	terrestrial	not applicable (MAG)	not applicable (MAG)	MAG	90.94	442	draft			CheckM2 v1.0.1 (this study)	99.88	4.17	99.88
GB_GCA_032159915.1	GCA_032159915.1	GTDB reference	MAG / uncultured	Mycobacterium sp032159915	SGM	4.062	65.83	92.71	11.47	absent	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	93	371	draft	87.82	2.61	CheckM2 v1.0.1 (this study)	85.81	3.62	85.81
RS_GCF_002863225.1	GCF_002863225.1	GTDB reference	MAG / uncultured	Mycobacterium sp002863225	SGM	5.947	66.06	88.33	11.53	absent	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	91.07	113	draft	98.12	0.31	CheckM2 v1.0.1 (this study)	100	0.28	100
RS_GCF_030252325.1	GCF_030252325.1	GTDB reference	Cultured isolate	Mycobacterium wuenschmannii	SGM	5.102	66.87	91.62	11.71	absent	absent	absent					Candidatus Mycobacterium wuenschmannii	not validly named	non_pathogen	93.21	1	closed	98.65	0.54	complete by definition (isolate)			100
GB_GCA_035606475.1	GCA_035606475.1	GTDB reference	MAG / uncultured	Mycobacterium sp035606475	SGM	3.75	66.58	91.73	11.44	absent	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	93.21	267	draft	79.8	2.78	CheckM2 v1.0.1 (this study)	82.36	1.5	82.36
RS_GCF_001673405.1	GCF_001673405.1	GTDB reference	MAG / uncultured	Mycobacterium sp001673405	SGM	5.624	65.86	90.51	11.61	absent	absent	absent					Mycobacterium sp. 1245111.1	not validly named	non_pathogen	92.74	164	draft	98.93	0.58	CheckM2 v1.0.1 (this study)	99.99	0.15	99.99
RS_GCF_039583785.1	GCF_039583785.1	GTDB reference	MAG / uncultured	Mycobacterium sp039583785	SGM	4.309	65.96	87.35	11.39	absent	absent	present					Mycobacterium sp.	not validly named	non_pathogen	89.89	212	draft	97.58	0.33	CheckM2 v1.0.1 (this study)	99.99	0.2	99.99
RS_GCF_022430545.2	GCF_022430545.2	GTDB reference	Cultured isolate	Mycobacterium paraterrae	SGM	5.523	65.55	90.04	11.62	absent	absent	absent					Mycobacterium paraterrae	Mycobacterium	non_pathogen	92.12	1	closed	98.63	1.58	complete by definition (isolate)			100
GB_GCA_036272035.1	GCA_036272035.1	GTDB reference	MAG / uncultured	Mycobacterium sp036272035	SGM	6.02	65.08	88.85	11.45	absent	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	90.73	669	draft	89.24	4.51	CheckM2 v1.0.1 (this study)	95.54	4.56	95.54
GB_GCA_036519055.1	GCA_036519055.1	GTDB reference	MAG / uncultured	Mycobacterium sp036519055	SGM	2.663	66.08	92.19	11.51	absent	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	93.21	228	draft	61.96	0.5	CheckM2 v1.0.1 (this study)	66.73	0.06	66.73
GB_GCA_036497495.1	GCA_036497495.1	GTDB reference	MAG / uncultured	Mycobacterium sp036497495	SGM	4.107	65.42	89.2	11.53	absent	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	91.97	660	draft	68.87	1.47	CheckM2 v1.0.1 (this study)	71.98	3.22	71.98
RS_GCF_035603715.1	GCF_035603715.1	GTDB reference	MAG / uncultured	Mycobacterium sp035603715	SGM	5.504	65.25	89.65	11.6	absent	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	92.6	717	draft	91.21	6.69	CheckM2 v1.0.1 (this study)	92.19	6.2	92.19
RS_GCF_036488105.1	GCF_036488105.1	GTDB reference	MAG / uncultured	Mycobacterium sp036488105	SGM	5.565	65.54	88.91	11.49	absent	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	91.87	569	draft	90.41	5.5	CheckM2 v1.0.1 (this study)	95.38	7.05	95.38
RS_GCF_036490025.1	GCF_036490025.1	GTDB reference	MAG / uncultured	Mycobacterium sp036490025	SGM	4.827	65.69	90.23	11.45	absent	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	92.13	202	draft	91.28	1.91	CheckM2 v1.0.1 (this study)	93.02	0.99	93.02
RS_GCF_010727945.1	GCF_010727945.1	GTDB reference	Cultured isolate	Mycobacterium cookii	SGM	5.319	65.98	90.77	11.59	absent	absent	absent					Mycobacterium cookii	Mycobacterium	non_pathogen	92.61	1	closed	97.06	0.51	complete by definition (isolate)			100
GB_GCA_035642975.1	GCA_035642975.1	GTDB reference	MAG / uncultured	Mycobacterium sp035642975	SGM	5.364	65.62	88.94	11.49	absent	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	90.91	758	draft			CheckM2 v1.0.1 (this study)	95.91	2.99	95.91
RS_GCF_002102185.1	GCF_002102185.1	GTDB reference	Cultured isolate	Mycobacterium fragae	SGM	4.731	66.01	91.55	11.55	absent	present	absent					Mycobacterium fragae	Mycobacterium	non_pathogen	93.56	35	draft	98.23	0.17	complete by definition (isolate)			100
RS_GCF_039583805.1	GCF_039583805.1	GTDB reference	MAG / uncultured	Mycobacterium sp039583805	SGM	3.446	69.09	87.39	11.07	absent	present	present					Mycobacterium sp.	not validly named	non_pathogen	90.31	196	draft	93.22		CheckM2 v1.0.1 (this study)	96.02	0.05	96.02
RS_GCF_001672775.1	GCF_001672775.1	GTDB reference	Cultured isolate	Mycobacterium kyorinense_A	SGM	4.831	66.03	90.17	11.58	absent	present	absent					Mycobacterium kyorinense	Mycobacterium	non_pathogen	92.88	202	draft	99.22	1.89	complete by definition (isolate)			100
RS_GCF_002101595.1	GCF_002101595.1	GTDB reference	NTM (isolate)	Mycobacterium celatum	SGM	4.721	66.96	90.82	11.5	absent	absent	absent					Mycobacterium celatum	Mycobacterium	opportunistic_pathogen	92.91	57	draft	98.73	0.9	complete by definition (isolate)			100
RS_GCF_010728725.1	GCF_010728725.1	GTDB reference	NTM (isolate)	Mycobacterium branderi	SGM	5.98	66.49	88.7	11.45	absent	absent	absent					Mycobacterium branderi	Mycobacterium	opportunistic_pathogen	92.51	2	draft	98.31	0.9	complete by definition (isolate)			100
RS_GCF_002101735.1	GCF_002101735.1	GTDB reference	Cultured isolate	Mycobacterium kyorinense	SGM	5.607	66.75	89.0	11.47	absent	absent	absent					Mycobacterium kyorinense	Mycobacterium	non_pathogen	91.56	180	draft	99.29	1.63	complete by definition (isolate)			100
RS_GCF_003402475.1	GCF_003402475.1	GTDB reference	MAG / uncultured	Mycobacterium sp003402475	SGM	5.006	66.83	91.84	11.52	absent	absent	absent					Mycobacterium sp. MFM001	not validly named	non_pathogen	93.45	41	draft	99.29	0.98	CheckM2 v1.0.1 (this study)	99.98	0.12	99.98
RS_GCF_025822885.1	GCF_025822885.1	GTDB reference	NTM (isolate)	Mycobacterium shimoidei	SGM	4.721	65.78	91.32	11.6	absent	present	absent					Mycobacterium shimoidei	Mycobacterium	opportunistic_pathogen	93.27	46	draft	96.5	0.28	complete by definition (isolate)			100
RS_GCF_008709575.1	GCF_008709575.1	GTDB reference	MAG / uncultured	Mycobacterium sp008709575	SGM	3.912	67.25	85.85	10.97	present	absent	present					Mycobacterium sp.	not validly named	non_pathogen	89.87	574	draft	94.04	0.68	CheckM2 v1.0.1 (this study)	98.73	0.01	98.73
GB_GCA_019246375.1	GCA_019246375.1	GTDB reference	MAG / uncultured	Mycobacterium sp019246375	SGM	3.858	65.15	88.03	11.34	absent	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	90.52	736	draft	80.86	2.7	CheckM2 v1.0.1 (this study)	81.96	2.34	81.96
GB_GCA_035625875.1	GCA_035625875.1	GTDB reference	MAG / uncultured	Mycobacterium sp035625875	SGM	6.355	65.58	77.37	11.27	absent	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	85.28	421	draft	96.33	4.19	CheckM2 v1.0.1 (this study)	100	4.3	100
spire_mag_02001406.fa	spire_mag_02001406	SPIRE MAG	MAG / uncultured	Mycobacterium sp035625875	SGM	5.893	65.45	85.26	11.09	absent	absent	absent		94.46	3.68	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	85.26	870	draft			CheckM2 v1.0.1 (this study)	94.46	3.51	94.46
spire_mag_02001409.fa	spire_mag_02001409	SPIRE MAG	MAG / uncultured	Mycobacterium sp035625875	SGM	6.462	65.52	84.9	11.1	absent	absent	absent		100.0	2.91	aquatic	not applicable (MAG)	not applicable (MAG)	MAG	84.9	448	draft			CheckM2 v1.0.1 (this study)	100	2.91	100
RS_GCF_010723305.1	GCF_010723305.1	GTDB reference	Cultured isolate	Mycobacterium botniense	SGM	4.335	65.66	84.94	10.87	absent	absent	absent					Mycobacterium botniense	Mycobacterium	non_pathogen	89.52	4	draft	95.53	0.33	complete by definition (isolate)			100
RS_GCF_018361265.1	GCF_018361265.1	GTDB reference	MAG / uncultured	Mycobacterium sp018361265	SGM	4.632	66.76	80.01	10.76	absent	absent	absent					Mycobacterium sp. SM1	not validly named	non_pathogen	87.68	7	draft	96.09	1.34	CheckM2 v1.0.1 (this study)	99.87	1.05	99.87
RS_GCF_029961025.1	GCF_029961025.1	GTDB reference	MAG / uncultured	Mycobacterium sp029961025	SGM	3.738	67.19	84.69	10.84	absent	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	89.45	27	draft	95.84	0.88	CheckM2 v1.0.1 (this study)	99.95	0.07	99.95
RS_GCF_009936235.1	GCF_009936235.1	GTDB reference	NTM (isolate)	Mycobacterium xenopi	SGM	4.918	65.91	78.88	11.25	absent	absent	absent					Mycobacterium xenopi	Mycobacterium	opportunistic_pathogen	90.98	1	closed	91.52	0.93	complete by definition (isolate)			100
RS_GCF_016592155.1	GCF_016592155.1	GTDB reference	NTM (isolate)	Mycobacterium heckeshornense	SGM	4.957	65.93	82.54	11.25	absent	absent	absent					Mycobacterium heckeshornense	Mycobacterium	opportunistic_pathogen	90.78	1	closed	95.25	0.48	complete by definition (isolate)			100
RS_GCF_010731635.1	GCF_010731635.1	GTDB reference	Cultured isolate	Mycobacterium noviomagense	SGM	4.78	65.76	87.93	11.45	absent	absent	absent					Mycobacterium noviomagense	Mycobacterium	non_pathogen	91.75	1	closed	99.23	0.23	complete by definition (isolate)			100
RS_GCF_035653355.1	GCF_035653355.1	GTDB reference	MAG / uncultured	Mycobacterium sp035653355	SGM	4.469	65.75	87.52	11.4	absent	absent	absent					Mycobacterium sp.	not validly named	non_pathogen	91.8	689	draft	92.78	3.42	CheckM2 v1.0.1 (this study)	92.36	3.98	92.36
GB_GCA_002967005.1	GCA_002967005.1	GTDB reference	Cultured isolate	Mycobacterium talmoniae	SGM	5.126	68.23	81.02	11.05	absent	present	absent					Mycobacterium talmoniae	Mycobacterium	non_pathogen	88.4	1111	draft	59.31	1.65	complete by definition (isolate)			100
RS_GCF_041287095.1	GCF_041287095.1	GTDB reference	MAG / uncultured	Mycobacterium sp041287095	SGM	5.729	68.44	90.46	11.17	present	present	absent					Mycobacterium sp. pUA109	not validly named	non_pathogen	91.67	65	draft	99.36	2.01	CheckM2 v1.0.1 (this study)	100	0.88	100
GB_GCA_024758765.1	GCA_024758765.1	GTDB reference	Cultured isolate	Mycobacterium heraklionense_C	SGM	4.882	67.25	87.63	11.18	present	present	absent					Mycobacterium sp. SVM_VP21	not validly named	non_pathogen	91.93	1	closed	98.12	2.04	complete by definition (isolate)			100
RS_GCF_900078685.2	GCF_900078685.2	GTDB reference	Cultured isolate	Mycobacterium icosiumassiliensis	SGM	4.85	66.83	85.34	11.2	absent	present	absent					Mycolicibacter icosiumassiliensis	Mycolicibacter	non_pathogen	91	42	draft	94.33	3.22	complete by definition (isolate)			100
spire_mag_02374219.fa	spire_mag_02374219	SPIRE MAG	MAG / uncultured	Mycobacterium icosiumassiliensis	SGM	4.475	66.96	91.89	11.13	absent	present	absent	low salinity	99.26	0.83	host-associated	not applicable (MAG)	not applicable (MAG)	MAG	91.89	401	draft			CheckM2 v1.0.1 (this study)	99.37	0.94	99.37
spire_mag_01787296.fa	spire_mag_01787296	SPIRE MAG	MAG / uncultured	novel sp.	SGM	4.475	67.03	91.55	11.23	absent	present	absent		94.59	0.63	host-associated	not applicable (MAG)	not applicable (MAG)	MAG	91.55	221	draft			CheckM2 v1.0.1 (this study)	94.63	0.53	94.63
spire_mag_01585658.fa	spire_mag_01585658	SPIRE MAG	MAG / uncultured	novel sp.	SGM	4.924	67.15	92.34	11.19	absent	present	absent		99.99	0.64	anthropogenic	not applicable (MAG)	not applicable (MAG)	MAG	92.34	121	draft			CheckM2 v1.0.1 (this study)	99.99	0.55	99.99
RS_GCF_963378105.1	GCF_963378105.1	GTDB reference	MAG / uncultured	Mycobacterium sp963378105	SGM	4.794	67.48	92.14	11.14	absent	present	absent					[Mycobacterium] holstebronense	not validly named	non_pathogen	92.99	1	closed	98.91	1.15	complete by definition (closed)			100
RS_GCF_001673575.1	GCF_001673575.1	GTDB reference	Cultured isolate	Mycobacterium heraklionense_A	SGM	4.719	67.59	91.36	11.15	absent	present	absent					Mycolicibacter heraklionensis	Mycolicibacter	non_pathogen	92.83	161	draft	98.05	1.26	complete by definition (isolate)			100
RS_GCF_022374935.2	GCF_022374935.2	GTDB reference	Cultured isolate	Mycobacterium virginiense	SGM	4.98	67.43	91.6	11.15	absent	present	absent					Mycolicibacter virginiensis	Mycolicibacter	non_pathogen	92.48	1	closed	98.1	1.49	complete by definition (isolate)			100
